,Unnamed: 0,clust,descr,sic_4,label,flag
416,453,6,Renting and leasing of other personal and household goods,7729,services_professional_public,True
417,451,6,Renting and leasing of recreational and sports goods,7721,services_professional_public,True
418,430,6,Legal activities,6910,services_professional_public,True
419,383,32,Book publishing,5811,services_publishing,False
420,94,32,Reproduction of recorded media,1820,services_publishing,False
421,388,32,Publishing of computer games,5821,services_publishing,False
422,387,32,Other publishing activities,5819,services_publishing,False
423,389,32,Other software publishing,5829,services_publishing,False
424,385,32,Publishing of newspapers,5813,services_publishing,False
425,386,32,Publishing of journals and periodicals,5814,services_publishing,False
426,440,33,Research and experimental development on social sciences and humanities,7220,services_r_and_d,False
427,439,33,Other research and experimental development on natural sciences and engineering,7219,services_r_and_d,False
428,438,33,Research and experimental development on biotechnology,7211,services_r_and_d,False
429,426,60,Buying and selling of own real estate,6810,services_real_estate,False
430,427,60,Renting and operating of own or leased real estate,6820,services_real_estate,False
431,243,60,Development of building projects,4110,services_real_estate,False
432,225,52,Repair and maintenance of transport equipment n.e.c.,3317,services_repair_transport,False
433,202,52,Manufacture of railway locomotives and rolling stock,3020,services_repair_transport,False
434,502,63,Residential nursing care activities,8710,services_residential_social_work,False
435,503,63,"Residential care activities for learning disabilities, mental health and substance abuse",8720,services_residential_social_work,False
436,504,63,Residential care activities for the elderly and disabled,8730,services_residential_social_work,False
437,505,63,Other residential care activities,8790,services_residential_social_work,False
438,506,63,Social work activities without accommodation for the elderly and disabled,8810,services_residential_social_work,False
439,507,63,Child day-care activities,8891,services_residential_social_work,False
440,508,63,Other social work activities without accommodation n.e.c.,8899,services_residential_social_work,False
441,346,11,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",4776,services_retail_misc,True
442,343,11,Dispensing chemist in specialised stores,4773,services_retail_misc,True
443,382,11,Beverage serving activities,5630,services_retail_misc,True
444,333,11,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",4753,services_retail_misc,True
445,332,11,"Retail sale of hardware, paints and glass in specialised stores",4752,services_retail_misc,True
446,540,11,Funeral and related activities,9603,services_retail_misc,True
447,327,11,Retail sale of automotive fuel in specialised stores,4730,services_retail_misc,True
448,539,11,Hairdressing and other beauty treatment,9602,services_retail_misc,True
449,127,11,"Manufacture of other articles of concrete, plaster and cement",2369,services_retail_misc,True
450,28,11,Mining of hard coal,510,services_retail_misc,True
451,319,11,Other retail sale in non-specialised stores,4719,services_retail_misc,True
452,321,11,Retail sale of meat and meat products in specialised stores,4722,services_retail_misc,True
453,318,11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",4711,services_retail_misc,True
454,47,11,Manufacture of bread; manufacture of fresh pastry goods and cakes,1071,services_retail_misc,True
455,323,11,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",4724,services_retail_misc,True
456,288,11,Wholesale of sugar and chocolate and sugar confectionery,4636,services_retail_misc,True
457,128,11,"Cutting, shaping and finishing of stone",2370,services_retail_misc,True
458,234,15,"Water collection, treatment and supply",3600,services_technical_engineering,False
459,436,15,Engineering activities and related technical consultancy,7112,services_technical_engineering,False
460,437,15,Technical testing and analysis,7120,services_technical_engineering,False
461,248,15,Construction of utility projects for fluids,4221,services_technical_engineering,False
462,398,44,Wireless telecommunications activities,6120,services_telecommunications,False
463,399,44,Satellite telecommunications activities,6130,services_telecommunications,False
464,397,44,Wired telecommunications activities,6110,services_telecommunications,False
465,400,44,Other telecommunications activities,6190,services_telecommunications,False
466,367,36,Warehousing and storage,5210,services_transport_storage,False
467,368,36,Service activities incidental to land transportation,5221,services_transport_storage,False
468,369,36,Service activities incidental to water transportation,5222,services_transport_storage,False
469,371,36,Cargo handling,5224,services_transport_storage,False
470,372,36,Other transportation support activities,5229,services_transport_storage,False
471,370,36,Service activities incidental to air transportation,5223,services_transport_storage,False
472,463,35,Travel agency activities,7911,services_travelling_tourism,False
473,465,35,Other reservation service and related activities,7990,services_travelling_tourism,False
474,464,35,Tour operator activities,7912,services_travelling_tourism,False
475,356,50,Urban and suburban passenger land transport,4931,services_urban_transport,False
476,357,50,Taxi operation,4932,services_urban_transport,False
477,358,50,Other passenger land transport n.e.c.,4939,services_urban_transport,False
478,359,50,Freight transport by road,4941,services_urban_transport,False
479,360,50,Removal services,4942,services_urban_transport,False
480,242,40,Remediation activities and other waste management services,3900,services_waste_recycling,False
481,236,40,Collection of non-hazardous waste,3811,services_waste_recycling,False
482,235,40,Sewerage,3700,services_waste_recycling,False
483,240,40,Dismantling of wrecks,3831,services_waste_recycling,False
484,237,40,Collection of hazardous waste,3812,services_waste_recycling,False
485,316,40,Wholesale of waste and scrap,4677,services_waste_recycling,False
486,241,40,Recovery of sorted materials,3832,services_waste_recycling,False
487,239,40,Treatment and disposal of hazardous waste,3822,services_waste_recycling,False
488,238,40,Treatment and disposal of non-hazardous waste,3821,services_waste_recycling,False
489,479,1,Packaging activities,8292,services_repair_machinery,False
490,330,1,Retail sale of audio and video equipment in specialised stores,4743,services_repair_machinery,False
491,315,1,Wholesale of other intermediate products,4676,services_repair_machinery,False
492,312,1,"Wholesale of wood, construction materials and sanitary equipment",4673,services_repair_machinery,False
493,311,1,Wholesale of metals and metal ores,4672,services_repair_machinery,False
494,309,1,Wholesale of other machinery and equipment,4669,services_repair_machinery,False
495,304,1,Wholesale of machine tools,4662,services_repair_machinery,False
496,302,1,Wholesale of electronic and telecommunications equipment and parts,4652,services_repair_machinery,False
497,305,1,"Wholesale of mining, construction and civil engineering machinery",4663,services_repair_machinery,False
498,272,1,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",4612,services_repair_machinery,False
499,227,1,Installation of industrial machinery and equipment,3320,services_repair_machinery,False
500,374,1,Other postal and courier activities,5320,services_repair_machinery,False
501,226,1,Repair of other equipment,3319,services_repair_machinery,False
502,222,1,Repair of electrical equipment,3314,services_repair_machinery,False
503,531,1,Repair of communication equipment,9512,services_repair_machinery,False
504,532,1,Repair of consumer electronics,9521,services_repair_machinery,False
505,533,1,Repair of household appliances and home and garden equipment,9522,services_repair_machinery,False
506,373,1,Postal activities under universal service obligation,5310,services_repair_machinery,False
507,537,1,Repair of other personal and household goods,9529,services_repair_machinery,False
508,274,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",4614,services_repair_machinery,False
509,277,19,"Agents involved in the sale of food, beverages and tobacco",4617,services_retail_misc,True
510,278,19,Agents specialised in the sale of other particular products,4618,services_retail_misc,True
511,279,19,Agents involved in the sale of a variety of goods,4619,services_retail_misc,True
512,281,19,Wholesale of flowers and plants,4622,services_retail_misc,True
513,275,19,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",4615,services_retail_misc,True
514,317,19,Non-specialised wholesale trade,4690,services_retail_misc,True
515,283,19,Wholesale of fruit and vegetables,4631,services_retail_misc,True
516,306,19,Wholesale of machinery for the textile industry and of sewing and knitting machines,4664,services_retail_misc,True
517,284,19,Wholesale of meat and meat products,4632,services_retail_misc,True
518,286,19,Wholesale of beverages,4634,services_retail_misc,True
519,298,19,"Wholesale of furniture, carpets and lighting equipment",4647,services_retail_misc,True
520,289,19,"Wholesale of coffee, tea, cocoa and spices",4637,services_retail_misc,True
521,291,19,"Non-specialised wholesale of food, beverages and tobacco",4639,services_retail_misc,True
522,292,19,Wholesale of textiles,4641,services_retail_misc,True
523,293,19,Wholesale of clothing and footwear,4642,services_retail_misc,True
524,294,19,Wholesale of electrical household appliances,4643,services_retail_misc,True
525,313,19,"Wholesale of hardware, plumbing and heating equipment and supplies",4674,services_retail_misc,True
526,296,19,Wholesale of perfume and cosmetics,4645,services_retail_misc,True
527,297,19,Wholesale of pharmaceutical goods,4646,services_retail_misc,True
528,300,19,Wholesale of other household goods,4649,services_retail_misc,True
529,324,19,Retail sale of beverages in specialised stores,4725,services_retail_misc,True
530,299,19,Wholesale of watches and jewellery,4648,services_retail_misc,True
531,287,19,Wholesale of tobacco products,4635,services_retail_misc,True
532,325,19,Retail sale of tobacco products in specialised stores,4726,services_retail_misc,True
533,308,19,Wholesale of other office machinery and equipment,4666,services_retail_misc,True
534,328,19,"Retail sale of computers, peripheral units and software in specialised stores",4741,services_retail_misc,True
535,329,19,Retail sale of telecommunications equipment in specialised stores,4742,services_retail_misc,True
536,331,19,Retail sale of textiles in specialised stores,4751,services_retail_misc,True
537,452,19,Renting of video tapes and disks,7722,services_retail_misc,True
538,353,19,Retail sale via mail order houses or via Internet,4791,services_retail_misc,True
539,334,19,Retail sale of electrical household appliances in specialised stores,4754,services_retail_misc,True
540,345,19,Retail sale of cosmetic and toilet articles in specialised stores,4775,services_retail_misc,True
541,338,19,Retail sale of music and video recordings in specialised stores,4763,services_retail_misc,True
542,307,19,Wholesale of office furniture,4665,services_retail_misc,True
